question,answer
"['엘지 울트라와이드 쓰고 있습니다.', '그런데 화면 가운데 점이있어서 신경이 많이 쓰이네요.', '수리비가 어느 정도 일까요?', 'LED입니다.']","['첨부해 주신 사진과 같이 화면의 고정된 위치에 밝은 점이 보인다면제품 점검이 필요해 보입니다.', '다만 문의하신 수리비용은 보증기간 경과 여부 및 모델에 따른 부품 수리 범위수리 난이도 등 종합적인 요소를 고려하여 책정되는 부분으로 엔지니어가 제품 상태를 직접 확인 후 안내 가능한 점 양해부탁드립니다.', '서비스 예약 해 주시면 엔지니어가 점검 후 자세한 안내 도와드리겠습니다.']"
"['희망 습도를 45 스마트 제습으로 해놓으면 45되면 꺼지는거 아닌가요?', '계속 돌아가면 고장난건가요?']","['인버터 제습기의 경우현재 습도가 희망 습도에 도달했을시 압축기는 동작을 멈추지만 송풍 운전을 하며 설정하신 습도를 맞추기 위한 유지 단계가 이어집니다.', '이후에 현재 습도가 올라가면 다시 제습 운전을 합니다.']"
"['몇달 전?부터 얘가 사진처럼만 나오고 다른 거 만져지지가 않아요', '전원 껐다 킬 수 있는정도?', '세탑만 클릭이 되는데 됐을 때는 밑 사진 처럼 떠요 두번째 사진 우측하단에 있는 것 처럼 부트 옵션 끄라는 건 껐어요']",[]
"['진짜 갑자기 이러는데 정말 갑자기 이래요', '담배피고왔는데 갑자기 이래여', '너무 당황스러운데 모니터 툭툭치니까 지금은 다시 돌아왔는데AS받아야겠죠..?', '무상 AS되겠죠..?']","['첨부해 주신 사진과 같은 현상이 발생한다면 먼저 그래픽 드라이버 삭제 후 재설치확인이 필요하며 방법은 다음과 같습니다.', '1. 노트북 작업표시줄의 시작 버튼에서 마우스 우 클릭 장치 관리자 디스플레이 어댑터 더블 클릭 INTELR GRAPHICS 마우스 우 클릭 디바이스 제거 팝업창에서 이 장치의 소프트웨어를 삭제합니다', '체크 박스란이 있다면 체크하고 디바이스 제거2. 재부팅 후 처음 구매할 때 WINDOWS가 포함된 제품은 LG UPDATE CENTER를 WINDOWS가 포함되지 않은 제품은 LG DNA CENTER PLUS 프로그램을 실행하여 그래픽 드라이버 설치합니다.', '3. 드라이버 설치가 완료되면 재부팅하여 확인해 주세요.', '안내드린 방법으로 조치 후에도 동일 현상이 발생된다면 제품 점검이 필요해 보입니다.', '서비스 예약 후 방문해 주시면 엔지니어가 점검 후 안내 및 조치 도와드리겠습니다.']"
"['LG 노트북 업데이트 원래 이렇게 오래걸리나요?', '20퍼에서 올라가질않네요']","['업데이트 중일 경우 오랜 시간이 소요될 수 있기에 충전 어댑터를 연결하여 업데이트가 완료될 때까지 기다려 주시기 바랍니다.', '참고로 업데이트가 완료되지 않은 상태에서 재부팅을 시도한다면 동일한 업데이트 화면이 표시되며 강제 종료 시 저장되지 않은 데이터가 손실 또는 저장 장치 손상시스템에 문제가 발생할 수 있기에 주의가 필요합니다.', '만일 해당 화면만 지속적으로 표시되며 완료가 되지 않는다면 정확한 제품 상태 확인이필요한 부분으로 서비스 예약 후 방문해 주시면 엔지니어가 점검 후 안내 도와드리겠습니다.']"
"['LG 그램 사용 중인데 카메라 켜는 법 좀 알려주세요 줌', '카메라가 안 켜져요']","['ZOOM 앱에서 카메라를 LG CAMERA로 설정 해 보시기 바랍니다.', '메인 화면 우측 상단 설정 버튼을 클릭해주세요', '비디오 탭에서 카메라 메뉴 항목을 LG CAMERA로 설정해주세요.']"
"['새제품인데 불꺼고 영화 보니깐 이렇게 액정이 보이네요', '불량인가요']","['노트북의 1610 화면 비율 해상도2560X1600 1920X1200와 높은 DPI 150를 일부 프로그램이지원하지 못하여 가로 세로줄여백줄이 발생하는 것으로 이를 해결하기 위해 DPI 100 또는 125 로설정 해 보시기 바랍니다.', '바탕화면 오른쪽 클릭 디스플레이 설정 배율 및 레이아웃 텍스트 앱 및 기타 항목의 크기 변경 100 또는 125 로그아웃동영상 프로그램곰플레이어 사용 중 발생 시에는 아래와 같이 설정해 보시기 바랍니다.', '1. 곰플레이어 바로가기 우클릭 속성 호환성 탭 호환성 문제 해결사 실행 2. 프로그램 문제 해결 프로그램이 열리지만 제대로 표시되지 않음', '체크 후 다음 클릭 큰 글꼴 설정을 선택하면 프로그램이 제대로 표시되지 않음', '체크 후다음 클릭 프로그램 테스트 클릭 후 다음 클릭 예 이 프로그램에 대한 현재 설정을 저장합니다.', '클릭 닫기']"
"['갑자기 세탁기 전원이 안켜지더니 계속 이런 소리가 나네요', '뭐가 문제인 걸까요??', '수리 불러야 할까요??', '너무 불편하네요', '제발 도와주세요']","['세탁기 전원이 들어오지 않는다면 먼저 세탁기 전원 플러그가 연결된 콘센트에서전원 코드를 분리 후 23분 뒤 재 연결 사용 및 해당 콘세트에 연결된 다른 제품들은정상적으로 동작이 되는지 확인이 필요합니다.', '빌트인으로 설치되어 전원 콘센트 확인이 어렵거나 해당 콘센트에 연결된 다른 제품들은정상 동작이 된다면 제품 점검이 필요합니다.', '전원이 켜지지 않으며 소리가 나는 원인에 대해서는 제품을 직접 점검 후 자세한 안내가능한 부분으로 서비스 예약 해 주시면 엔지니어가 방문드려 점검 후 조치 도와드리겠습니다.']"
"['용량이 차서 그런지 렉도 많이 걸리고 너무 느려서 재부팅을 해야하는데 문제는 한컴엑셀파워포인트가 재부팅 하면 초기', '화 되서 사라진다는거죠', '몇가지 기능들은 그대로 둔채 초기화 하는 방법 있을까요?', '엘지그램노트북 사용 중입니다']","['문의하신 내용이 초기화를 말씀하신다면윈도우가 설치되어 출시되는 제품은 LG 리커버리 기능이 내장되어 있어 전원이 꺼진 상태에서 전원 버튼을 누르자마자 바로 F11 키를 두드리면윈도우포맷 초기화 설치를 진행할 수 있습니다.', 'NONOS윈도우 미 포함 제품은 사용자가 직접 정품 윈도우를 이용하여 윈도우를 설치해야 합니다.', '초기화를 하면 사진음악문서공인인증서 프로그램들이 모두 삭제되기에 중요한 자료는 외장형 저장 장치를 이용해 데이터를 미리 백업해 주세요.', 'MS 오피스 한글 등 상용 SW는 사용자가 별도로 라이선스 구입 후 설치하는 프로그램으로정품이라면 해당 프로그램사로 재설치가 가능한지 확인 후 초기화 진행을 하시기 바랍니다.', '초기화 관련하여 아래 영상에 자세히 안내되어 있으니 참고 부탁드립니다.', 'WINDOWS 10을 초기화하고 싶어요']"
"['LG 티비 산지 1년도 안된 제품인데화면이 켰는데 이상해서요분홍색?으로 전체 화면색이 이상한데이게 왜이런건가요?', '전에도 이런적이 있엇어서 올려봅니다!']","['해당 증상의 경우 TV의 영상 설정 또는 송출하는 방송 신호로 해당 증상이 나타날 수 있습니다.', '전체적으로 화면 색상이 첨부해주신 사진처럼 보인다면 TV 설정이 변경되거나 제품의 이상으로 발생할 수 있지만 채널마다 다르게 생길 경우 방송국에서 제작하는 방송 프로그램에 따라 발생할 수 있으므로 해당 통신사를 통해 점검해 주세요.', '또한 TV 리모컨의 조용히 버튼을 3번 누르면 영상음향 초기화 설정이 가능합니다.', '영상음향 초기화 후에도 동일한 문제가 발생된다면 서비스를 신청하시어 엔지니어의 점검과 상담을 나누어 주시기 바랍니다.']"
"['건조기 돌리고 분명 남은 시간 18분확인했는데 나중에 보니 1시간 2분으로 시간이 뜨더라구요?', '이건 왜이런건가요 ?', '그리고 저번엔 17분 확인했는데건조 끝난줄 알고 갔더니17분 시간은 그대로고 1시간넘게 돌고있었어요', '사용방법 보니 주름펴기설정?', '그게 되어있으면 그렇다는데 설정한적도 없는데 자동으로 설정이 되나요?']","['동일한 건조코스와 건조물의 양으로 건조기를 작동시켰을 경우에도 건조물의 탈수 후 수분 함유 정도와 건조물의 종류 건조물의 부피 등에 따라 시간이 달라 질 수 있으며..먼지필터나 습도센서에 이물이 있을 경우 건조가 끝나기 전에 일시 정지 버튼을 누를 경우그리고 건조기 문을 열을 경우에도 시간이 추가로 더 늘어 날 수 있습니다.', '또한 표시되는 건조시간은 건조 진행 중 건조물의 상태를 판단하여 시간을 조정하기에 시간이 추가되는 것처럼 보일 수 있습니다.', '이 밖에도 외부 기온이 낮은 겨울철에는 건조기 주변과 세탁물 온도가 낮아 예열하는데 시간이 오래 걸리기에 처음 표시된 건조 시간보다 더 늘어나게 됩니다.', '이는 추운 겨울에 보일러를 틀어도 금방 따뜻해지지 않는 것과 같은 히트 펌프 건조기의 특성입니다.', '건조시간이 늘어날 떄 자가 조치 방법겨울철 건조 시간이 늘어 나면 아래와 같이 사용해 주세요', '1. 먼지필터는 매 건조 후 바로 청소', '해 주세요.', '먼지 필터는 내부필터와 외부필터 2개가 있습니다.', '2개 필터 모두를 청소해주시기 바랍니다.', '2. 건조기 내부 앞쪽 아래에 있는 습도 센서에 섬유유연제 같은 이물들이 달라 붙어 있을 수 있으니 젖은 수건으로 이물을 자주 닦아내 주세요.', '건조시간이 늘어나는 경우에는 다음과 같은 사항을 확인해 주세요.', '1. 세탁시 세탁물의 탈수 정도를 강력 탈수로 진행2. 건조시 두께가 비슷한 세탁물끼리 모아 건조기 용량의 절반까지만 넣어서 넣어서 건조3. 세탁물의 두께와 소재에 맞춰 건조코스를 선택두꺼운 세탁물이 많을 경우에는 옵션으로 건조정도를 표준모드에서 강력으로 선택한 다음 절약건조 메뉴에서 스피드 건조 모드로 변경해서 건조해주세요.', '스피드 옵션은 건조 진행 온도를 조금 더 높여 훨씬 더 빠르게 건조가 완료됩니다.', '또한 강력모드의 경우 구김 방지 기능이 자동 설정되어 건조가 끝나도 구김방지를 위해 계속 동작됩니다.', '따라서 건조가 완료되면 전원을 눌러 구김방지를 멈추고 세탁물을 꺼내어 주시기 바랍니다.', '이 밖에도 동작 중 일시정지나 도어 문을 열지 않도록 주의해주세요.', '전기 건조기 건조시간이 늘어나는 것이 궁금하세요']"
"['안녕하세요?', '작년에 벽걸이 TV를 구매해서 너무 잘 사용하고 있어요.', '모델명 LG SIGNATURE OLED 65W9WNA하지만 내년초 주재원으로 미국으로 이사를 가게 됐어요.', '전원을 보아하니 미국에서 사용할 수 없는 것 같은데요.', '미국에서 사용할 수 있는 방법이 있을까요?', '변압기 사용시 TV에 문제가 발생할 수 있다는 얘기도 있더라고요.', '또 하나 미국으로 이사가면 벽걸이 사용이 제한될 것 같아요.', '스탠드 형으로 설치할 수 있을까요?']","['해당 모델은 국내전용 제품으로 해외에서는 품질 및 기능 동작을 보장하지 않으며벽걸이 전용 제품으로', '스탠드 설치가 어려운 것으로 확인됩니다.', '또한 사용시 일부 기능 및 연동 콘텐츠 앱 사용에 제한이 있을 수 있으며전압110V 전용 또는 전원 콘센트 모양이 국내220V와 다른 경우 반드시 국가 규격에 맞는 콘센트로 변경해야 합니다.', '다만 LG전자가 제공하지 않는 전원 관련 액세서리 EX.', '110V220V 변환 잭 사용 및 변압기 사용에 따른 문제 발생제품 불량 화재 등시 LG전자가 책임지지 않습니다.', '참고로 국내에서 사용하는 제품 방송 방식이 NTSC ATSC ATSC3.0 방식 60H주파수 입니다.']"
"['장치이름LG WEBOS TV UF8570 모델60UF8570NC스마트티빈데 쿠팡플레이가 없어요', '쿠팡플레이 지원이 안되는 티비인가요?']",['쿠팡플레이 앱은 자사 스마트 TV의 WEBOS 3.5 이상에서 지원되며안타깝게도 60UF8570 모델은 WEBOS 2.0 으로 지원되지 않는 것으로 확인됩니다.']
['엘지건조기 소음이 너무 심합니다봐주세요'],"['첨부해 주신 영상 확인 시 건조기 통드럼을 지탱하고 있는 고무 롤러에서 발생되는 소리로 보입니다.', '날씨가 추워지면 롤러의 고무 재질로 인해드럼에 눌려 있어서 탄성이 회복될 때까지 소리가 조금 더 오래 날 수 있으나 해당 소리가 10분 이상 지속된다면 정확한 제품 상태 확인이 필요합니다.', '해당 소리로 인해 사용에 지속 불편이 발생되는 경우 서비스 예약 해 주시면 엔지니어가 방문 드려 점검 후 자세한 안내 및 조치 도와드리겠습니다.']"
"['노트북에 문제가 생긴것같은데 고치는법좀 알려주세요..', '예전엔 안그랬는데 좀 전 부터 노트북에 깔려있는 프로그램을 마우스 포인터대고 우클릭하면 노트북이 버퍼링 걸린건지 마우스옆에 파란 동그라미만 계속 있고 나머지 프로그램이 실행이 안되요.', '근데 작업 표시줄에 있는 프로그램들은 실행이 되는데 말이죠..', '그래서 프로그램을 삭제하고 하고싶은데 계속 우클릭해서 삭제 누르려고하면 버퍼링 인지 걸려서 아무것도 못하는중입니다.', '해결법좀 알려 주세요.', '참고로 엘지 그램 17 2019 입니다']","['시작 프로그램에 불필요한 프로그램들이 등록되어 있거나악성 프로그램이 설치되었거나 바이러스에 감염되었을 때 하드웨어 문제 등 다양한 원인이 있습니다.시작 프로그램 정리 바이러스 악성코드 검사 등 최적화 작업이 필요해 보입니다.', '아래 방법대로 시작 프로그램 사용 안 함으로 변경하여 사용해 주세요.', '1. 바탕화면 왼쪽 아래에 있는 시작 버튼을 마우스 오른쪽 버튼을 클릭 후 작업관리자를 선택해 주세요.', '2. 작업 관리자 시작프로그램 항목을 선택해 주세요.', '간편 모드로 나오는 경우는 자세히 버튼을 클릭해 주세요.', '3. 시작프로그램에서 사용 빈도 낮거나 불필요한 프로그램은마우스 우 클릭하여 사용 사용 안 함으로 바꾸어주세요.', '사용 안 함으로 변경은 프로그램을 제거하는 것이 아니며PC가 부팅 시 자동으로 실행이 되는 것을 중지시켜 줍니다.', '4. 사용 안 함', '변경 후 시작 버튼 전원 다시 시작하면 변경 내용이 적용됩니다.']"
"['LG WEBOS TV UN8570AUD 기종인데 원래 에어플레이 됐었는데 갑자기 사라져서 안 되네요', '갑자기 왜 그러죠?', '차단한 적도 없고 와이파이도 똑같은데 별걸 다 해봐도 안 돼', '용 어떻게 해야돼요 ??']",['해당 증상의 경우 지역 설정이 맞게 되어 있는지 확인이 필요합니다.']
"['1. LG GRAM 노트북에 윈도우10 PRO를 설치한후정품인증 완료 2. 시작전원을 클릭하면 보통 절전시스템종료다시시작 등의 메뉴가 표시되는데 위의 메뉴가 표시되지 않고 화면이 꺼져버림3. 화면은 보이지 않지만 마우스를 클릭하면 다시 화면이 보임4. 시작전원시스템종료를 클릭하여 컴퓨터노트북을 종료하려고 하는데 종료를 하지 못하고 있음5. 윈도우를 잘못 설치한것은 아닌것 같음두번설치를 했는데 두번다 동일한 증상이 발생됨6. 왜 그런지 도움을 구합니다.', '참고로 설정창에 특정 메뉴를 클릭해도 동일한 상황 발생됨']","['윈도우 정품으로 두 번이나 정상 설치하였는데도 해당 증상이 발생된다면 먼저 마이크로소프트로 문의하시어 윈도우 관련으로 상담 받아보시기 바랍니다.', '이후 동일하면 노트북 문제인지 확인을 위해 엔지니어 점검이 필요해 보입니다.', '정확한 원인 및 조치 방법은 제품 점검 후 안내 가능한 점 양해 부탁드리며서비스 예약 후 방문해 주시면 엔지니어가 점검 후 자세한 안내 및 조치 도와드리겠습니다.']"
['직구TV는 넷플릭스랑 다즈니플러스 정도만 OTT 이용 할 수있는데 애플TV사용 하면 왓챠나 웨이브 사용할수 있나요?'],['해외향 제품의 경우 국내 앱 이용이 어려울 수 있으며사용 제품의 모델이 확인되지 않아 내용 확인에 어려움이 있습니다.']
"['LG WEBOS TV UN8570AUD 기종인데 원래 에어플레이 됐었는데 갑자기 사라져서 안 되네요', '갑자기 왜 그러죠?', '차단한 적도 없고 와이파이도 똑같은데 별걸 다 해봐도 안 돼', '용 어떻게 해야돼요 ??']",['해당 증상의 경우 지역 설정이 맞게 되어 있는지 확인이 필요합니다.']
"['듀얼 모니터로 쓰려고 하는데 모니터가 연결되지 않습니다.', '계속 다른 디스플레이가 검색되지 않았습니다 라고 뜹니다.', '드라이브 업데이트나... 이것저것 해보는데 다 안되네요.', '안되는 모니터가 있는건가요?', 'LG전자 LG 24MP55HQ 제품 씁니다.', 'TV는 또 듀얼 모니터로 인식이 되더라구요.']","['24MP55HQ 모델의 권장 해상도는 1920 X 1080 60 HZ으로먼저 노트북의 해상도가 모니터에서 수신 가능한 권장 해상도로 설정되어 있는지 확인 해 보시기 바랍니다.', '또한 모니터 메뉴 버튼을 눌러 설정으로', '진입 초기화초기설정를 진행해 보시기 바랍니다.']"
"['한 3년?정도 된 노트북인데 오랜만에 꺼내서 충전해서 쓸려니까 충전기 꽂자마자 100되고 그렇다고 빼면 전원이 꺼지고...그래서 30분동안 충전을 시킨다음 빼도 전원이 바로 꺼지는데... 어떻게 해야하나요?', '고객센터가 휴무일이라서요...', '노트북 정보모델명LG14U36CPU인텔R CELERONR CPU N3160 1.60 GHZ메모리DDR3 4기가다스크삼성 BJNB4R']","['전원 어댑터 연결 없이 배터리로만 사용이 되지 않는다면 배터리 충전이 안되는 경우에 해당됩니다.', '이 경우 배터리 관련 점검이 필요한 부분으로 서비스 예약 후 방문해 주시면엔지니어가 점검 후 자세한 안내 및 조치 도와드리겠습니다.']"
"['정수기 정수버튼이 함몰되었는지 잘 안눌러지는데 자가수리 가능할까요?', '아니면 AS를 불러야 하나요?']","['버튼에 물 또는 이물이 묻은 경우 버튼 인식이 잘 되지 않을 수 있습니다.', '정수버튼 근처에 설탕이나 커피 가루 등 끈끈한 물질이 있으면 인식이 되지 않을 수 있으므로 젖은 수건으로 버튼 옆쪽을 눌러주면서 닦은 후 마른 수건으로 버튼부를 닦아 주세요.', '전원을 ONOFF 한 뒤 버튼부를 확인해주시고 함몰되어 버튼이 안눌리거나 동일한 증상이 지속된다면서비스를 신청하시어 제품 점검과 상담을 나누어 주시기 바랍니다.']"
"['본체와 모니터 각각 얻어서 HDMI 케이블선만 사서 연결햇는데 자꾸 저렇게 모니터에 뜨네요.', '본체와 모니터는 그 전에 잘 작동했다하는데 무슨 문제일까요??', '혹시 HDMI 케이블선이 아니라 다른선으로 연결을 해야할까요??', '모니터는 엘지 W2361V입니다...']","['W2361V 모니터의 HDMI 단자는 PC 연결 기능을 지원하지 않고AV 장치 셋톱 박스 DVD 비디오 비디오 게임 콘솔와 연결이 가능한 것으로 확인됩니다.', 'PC와 연결하여 사용하시려면신호 케이블 DVID나 DSUB로 연결하여 사용하시기 바랍니다.']"
['LG 그램 노트북 업데이트 했는데 안 켜져요'],"['첨부해 주신 사진이 업데이트 중일 경우 오랜 시간이 소요될 수 있기에충전 어댑터를 연결하여 업데이트가 완료될 때까지 기다려 주시기 바랍니다.', '업데이트가 완료되지 않은 상태에서 재부팅을 시도한다면 동일한 업데이트 화면이 표시되며 강제 종료 시 저장되지 않은 데이터가 손실 또는 저장 장치 손상시스템에 문제가 발생할 수 있기에 주의가 필요합니다.', '만일 해당 화면만 지속적으로 표시되며 완료가 되지 않는다면 정확한 제품 상태 확인이필요한 부분으로 서비스 예약 후 방문해 주시면 엔지니어가 점검 후 안내 도와드리겠습니다.']"
